date,day_name,business_day_no,is_close_day,close_type,sales_target_daily,recognized_target_daily,sales_actual_cum,recognized_actual_cum,memo
2026-02-19,목,11,TRUE,목마감,18.4338435,16.14630306,152.35106,134.554109,
2026-02-20,금,12,FALSE,일반,4.337374942,3.799130132,154.6610245,136.086807,
2026-02-23,월,13,FALSE,월마감,18.4338435,16.14630306,167.9922912,147.69987,
2026-02-24,화,14,TRUE,일반,4.337374942,3.799130132,170.83918,149.829626,
2026-02-25,수,15,FALSE,일반,4.337374942,3.799130132,174.9017047,153.22189,
2026-02-26,목,16,TRUE,최종마감,16.26515603,14.24673799,186.1020041,162.877834,
2026-03-03,화,1,TRUE,월초특수,31.31578947,28.36842105,32.36729846,29.092543,
2026-03-04,수,2,FALSE,일반,3.578947368,3.242105263,36.4059082,32.277059,
2026-03-05,목,3,TRUE,목마감,12.07894737,10.94210526,48.89150534,43.045085,
2026-03-06,금,4,FALSE,일반,3.578947368,3.242105263,50.96173305,44.560816,
2026-03-09,월,5,TRUE,월마감,13.42105263,12.15789474,66.84692195,58.5709865,
2026-03-10,화,6,FALSE,일반,3.578947368,3.242105263,70.49452279,61.314292,
2026-03-11,수,7,FALSE,일반,3.578947368,3.242105263,77.11941766,66.8029125,
2026-03-12,목,8,TRUE,목마감,13.42105263,12.15789474,89.69872167,77.9817345,
2026-03-13,금,9,FALSE,일반,3.578947368,3.242105263,92.42950811,80.2711498,
2026-03-16,월,10,TRUE,월마감,13.42105263,12.15789474,108.176849,93.3530378,
2026-03-17,화,11,FALSE,일반,3.578947368,3.242105263,110.7251389,95.1962378,
2026-03-18,수,12,FALSE,일반,3.578947368,3.242105263,114.0482917,97.8443158,
2026-03-19,목,13,TRUE,목마감,11.63157895,10.53684211,125.8903205,108.5938278,
2026-03-20,금,14,FALSE,일반,2.684210526,2.431578947,129.2013379,110.7162918,
2026-03-23,월,15,TRUE,월마감,13.42105263,12.15789474,142.7498295,122.4310753,
2026-03-24,화,16,FALSE,일반,3.578947368,3.242105263,145.4019072,124.4832393,
2026-03-25,수,17,FALSE,일반,3.578947368,3.242105263,147.865743,126.3340983,
2026-03-26,목,18,TRUE,목마감,11.63157895,10.53684211,157.963969,135.1480423,
2026-03-27,금,19,FALSE,일반,2.684210526,2.431578947,159.523989,136.4484173,
2026-03-30,월,20,TRUE,최종마감,12.07894737,10.94210526,171.2023836,146.9859523,
2026-04-02,목,1,TRUE,월초특수,31.41045286,28.29343456,31.22132807,28.3685645,
2026-04-03,금,2,FALSE,일반,2.692324531,2.425151534,34.07434335,30.5018315,
2026-04-06,월,3,TRUE,월마감,17.9488302,16.16767689,48.30695044,42.8446345,
2026-04-07,화,4,FALSE,일반,3.589766041,3.233535378,50.8733258,44.7965565,
2026-04-08,수,5,FALSE,일반,3.589766041,3.233535378,54.09075513,47.3514275,
2026-04-09,목,6,TRUE,목마감,15.25650567,13.74252536,64.23360108,56.2895675,
2026-04-10,금,7,FALSE,일반,3.589766041,3.233535378,66.37076295,58.0229495,
2026-04-13,월,8,TRUE,월마감,17.9488302,16.16767689,79.14527067,69.1954335,
2026-04-14,화,9,FALSE,일반,3.589766041,3.233535378,80.96060982,70.5479735,
2026-04-15,수,10,FALSE,일반,3.589766041,3.233535378,83.82798072,72.186857,
2026-04-16,목,11,TRUE,목마감,15.25650567,13.74252536,94.68462341,81.106434,
2026-04-17,금,12,FALSE,일반,2.692324531,2.425151534,96.1271375,82.2287945,
2026-04-20,월,13,TRUE,월마감,22.43603776,20.20959611,113.2358376,97.4365605,
2026-04-21,화,14,FALSE,일반,3.589766041,3.233535378,116.1692259,99.2379205,
2026-04-22,수,15,FALSE,일반,3.589766041,3.233535378,118.6223869,101.1183365,
2026-04-23,목,16,TRUE,목마감,10.76929812,9.700606135,126.8726695,108.3754935,
2026-04-24,금,17,FALSE,일반,2.692324531,2.425151534,128.880539,109.9560555,
2026-04-27,월,20,TRUE,최종마감,10.76929812,9.700606135,141.404429,121.0004095,
2026-05-04,월,1,TRUE,월초특수,39.86830729,36.28631325,36.48991063,32.912721,
2026-05-06,수,2,FALSE,일반,4.429811921,4.031812583,41.56605968,37.0279795,
2026-05-07,목,3,TRUE,목마감,17.71924768,16.12725033,55.43600333,49.7902305,
2026-05-08,금,4,FALSE,일반,2.657887152,2.41908755,58.45108318,52.274435,
2026-05-11,월,5,TRUE,월마감,15.06136053,13.70816278,74.26344671,66.292158,
2026-05-12,화,6,FALSE,일반,2.657887152,2.41908755,76.67756548,68.16397,
2026-05-13,수,7,FALSE,일반,2.657887152,2.41908755,79.53337121,70.615582,
2026-05-14,목,8,TRUE,목마감,11.51751099,10.48271272,89.3880966,79.191538,
2026-05-15,금,9,FALSE,일반,2.657887152,2.41908755,91.24684874,80.77955,
2026-05-18,월,10,TRUE,월마감,13.28943576,12.09543775,102.087537,89.6138365,
2026-05-19,화,11,FALSE,일반,2.657887152,2.41908755,104.1906677,91.2505225,
2026-05-20,수,12,FALSE,일반,2.657887152,2.41908755,106.1251762,92.7518385,
2026-05-21,목,13,TRUE,목마감,11.51751099,10.48271272,113.7797958,99.3235875,
2026-05-22,금,14,FALSE,일반,2.657887152,2.41908755,117.5584498,102.4638375,
2026-05-26,화,15,TRUE,월마감,11.51751099,10.48271272,129.3673789,112.691359,
2026-05-27,수,16,FALSE,일반,2.657887152,2.41908755,131.2191114,114.1061695,
2026-05-28,목,17,TRUE,최종마감,8.859623841,8.063625167,139.2401079,121.1395195,
